job_posting_id,title,description,location
7f9dcc4c-3343-4129-b9d8-e95c98e76f62,Product Analyst,"We are looking for an Analyst to sit at the intersection of Product and Engineering. This role will transform raw data into actionable insights, create scalable reporting infrastructure, and empower data-driven decision-making across teams. The right candidate thrives on problem-solving, storytelling with data, and building systems that scale as we grow.
 
The Outcomes You’ll Deliver
 
Foundation: Establish a framework for defining and tracking baseline success metrics across all product pods, ensuring every feature launch has clear pre- and post-release KPIs.

Visibility & Alignment: Build and maintain core dashboards that monitor adoption, engagement, retention, and revenue, enabling 90%+ of stakeholders to self-serve on product performance.

Decision Impact: Provide timely analyses that directly influence at least three major product or roadmap decisions per quarter.

Culture & Leadership Support: Deliver post-launch impact assessments within two weeks of release and provide regular insight reports that guide leadership’s strategic decisions.
 
","Alpharetta, GA"
28952b57-5535-434d-9752-1548e0ca53c3,"Director, Organic, Influencer, and PR Marketing","About Pendulum:

Pendulum® is leading a revolution that is occurring around the world to improve physical and mental health by first understanding, then restoring and enhancing the human microbiome. 

Studies have shown that our microbiome (the bacterial communities in and on our bodies) is linked to everything from metabolism and diabetes, to longevity, weight loss, healthy immune systems, cancer prevention, feelings of well-being, inflammatory bowel disease, and even healthy skin.  We have just scratched the surface on understanding the impact that our microbiome has on our lives. During early life we develop a diverse and balanced microbiome that plays a critical role in shaping our long-term health.  Over our lives, a combination of diet, lifestyle, antibiotics, and aging can decrease the effectiveness of our microbiome.

Pendulum recognized the enormous impact they could have on people’s lives if they were able to address the imbalances in the microbiome. To accomplish this, Pendulum created proprietary probiotic pipelines and a unique discovery platform to identify key, novel bacterial strains and the prebiotics that feed them. The company has also built and developed the world’s first manufacturing technology to produce bacteria in an anaerobic (oxygen-free) environment at scale.

The medical probiotics that Pendulum has formulated have transformed the consumer probiotics market into a new category of therapeutic offerings that deliver the power and efficacy of a pharmaceutical with the safety and accessibility of a natural probiotic. Due to Pendulum’s explosive revenue and customer growth over the last two years, the company  earned a spot on Forbes Magazine’s exclusive “The Next Billion Dollar Startups” list.  

If you’re interested in improving the lives of people globally and you love working in a cross-functional, collaborative, inspiring environment, please continue reading.

Position Summary:

Pendulum is seeking a Director of Influencer Marketing to create, build and scale the company’s marketing initiatives across community and opinion leader platforms, including Influencer, Organic, and PR marketing. 

Across both Influencer and Organic, the Director will build and crystalize Pendulum’s leadership in gut microbiome health, positioning the Pendulum brand as a leading KOL in the industry. To do so, the Director will develop and execute against a vision for how to transform breakthrough microbiome science into human stories that build trust, spark advocacy, and make gut health accessible to e
veryone.

The Director will unify Pendulum’s storytelling across channels so that our science is not only communicated, but amplified, shared, and reinforced through trusted voices. Success will come from balancing performance, credibility, and culture — ensuring every initiative drives measurable impact, builds trust, and keeps Pendulum at the cultural center of the gut and metabolic health conversation.

Influencer Marketing: The Director will design and scale a best-in-class influencer program, cultivating relationships with creators, healthcare professionals, and cultural voices to drive advocacy, performance, and trust.
Organic Marketing: The Director will lead Pendulum’s organic platforms as an always-on hub for connection, translating complex science into engaging, relatable stories that inspire community and spark action.
Public Relations: The Director will grow Pendulum’s voice in media and cultural spaces, securing meaningful coverage and thought-leadership opportunities that reinforce the brand as a credible, trusted authority in gut health.

The ideal candidate is a strategic thinker and hands-on operator who excels at building relationships, driving measurable business results, and marrying creative storytelling with data-driven performance. Success will be measured by your ability to consistently deliver fresh, engaging content that builds the Pendulum brand while driving measurable business impact. Key performance indicators will focus on content effectiveness — with KPIs centered on content effectiveness, such as recognition of Pendulum as a category leader, growth in organic engagement, earned media visibility, increases in site traffic, and improved conversion efficiency (CVR/CAC).
",Remote
af0b8bbc-f60e-4f12-8033-2469a51a5838,Field Marketing Associate - Phoenix/SLC/Seattle,"About the Role

The Field Marketing Associate is responsible for building awareness of and demand for Houzz Pro software among local home building and remodeling communities via highly targeted in-person education and events. Success will be measured by the number of relevant in-person attendees at events you drive and leads generated for Houzz Pro software. 
",Remote - US
27f10d4a-793e-4ef0-8758-00b3abecfee6,Sr. Lifecycle Marketing Manager,"Luxury Presence is the leading digital platform revolutionizing the real estate industry for agents, teams, and brokerages. Our award-winning websites, cutting-edge marketing solutions, and AI-powered mobile platform empower real estate professionals to grow their business, operate more efficiently, and deliver exceptional service to their clients. Trusted by over 80,000 real estate professionals, including 31 of the nation’s 100 top-performing agents as published in the Wall Street Journal, Luxury Presence continues to set the standard for innovation and excellence in real estate technology.


Here’s why we are excited about this opportunity:

This is a high-impact, individual contributor role at the intersection of growth and lifecycle. You’ll craft, test, and optimize campaigns that drive engagement, generate pipeline, and support upsells and retention goals. You’ll collaborate with sales and marketing teams to ensure every message is targeted, timely, and aligned with our brand and goals. If you’re a skilled communicator with a performance mindset and deep knowledge of email tools and tactics, this is your opportunity to shine.

Here’s what we’re looking for:

Your Skillset:
• Mastery of HubSpot for email execution, automation, segmentation, and reporting
• Demonstrated usage of AI and familiarity with modern email and AI-powered outreach tools (e.g. Clay, Apollo, Instantly) and excitement about testing what’s next
• Excellent project management skills; thrives in fast-paced, cross-functional environments
• Attention to detail at scale: able to spot issues before they go to hundreds of thousands of inboxes
• Deep understanding of A/B testing, deliverability, open rate optimization, and performance metrics
• Strong copywriting instincts and visual taste—able to balance brand integrity with conversion goals


Your Experience:
• 4+ years in email marketing or growth marketing, ideally in a high-growth tech or SaaS setting
• Hands-on experience with email campaign design and cold outreach workflows
• Proven success launching and optimizing both prospecting and customer email campaigns
• Comfortable managing large databases and maintaining CRM hygiene
• Strong collaboration skills across sales, marketing, success, and design


Here are your responsibilities and expected outcomes:

Email Channel Ownership:
Plan, build, and send email campaigns to both prospects and customers across cold outreach, newsletters, onboarding, and product updates to meet or exceed conversion targets.

Stakeholder Management:
Intake, prioritize, and execute requests from multiple teams with speed, clarity, and precision. Maintain clarity of timelines and expectations under pressure.

Process & Structure:
Bring order to our email marketing operations by developing workflows, building and maintaining campaign calendars, and creating internal documentation for repeatable execution.

Best Practices Development:
Define internal standards for how we engage prospects and clients through email—covering messaging frameworks, visual templates, testing methodology, and follow-up strategies.

Tool Stack Execution:
Use HubSpot as your primary execution and automation platform. Evaluate and integrate tools such as Instantly, Apollo, or Clay where appropriate to improve campaign reach and personalization.

Performance Optimization:
Run A/B tests on subject lines, copy, send times, and visuals to drive improvements in open rates, click-throughs, and conversions. Share performance insights with the broader team.

Brand + Performance Balance:
Craft campaigns that balance conversion performance with high standards for brand design, tone, and compliance.

Database Hygiene & Segmentation:
Maintain a clean, organized contact database. Own list segmentation and targeting to ensure relevance, compliance, and deliverability.
",Remote
f6487a22-a88c-483c-af20-a3653d4027c5,TCO Marketing Strategist - AI and Adobe,"Bounteous is a premier end-to-end digital transformation consultancy dedicated to partnering with ambitious brands to create digital solutions for today’s complex challenges and tomorrow’s opportunities. With uncompromising standards for technical and domain expertise, we deliver innovative and strategic solutions in Strategy, Analytics, Digital Engineering, Cloud, Data & AI, Experience Design, and Marketing.

Our Co-Innovation methodology is a unique engagement model designed to align interests and accelerate value creation. Our clients worldwide benefit from the skills and expertise of over 4,000+ expert team members across the Americas, APAC, and EMEA. By partnering with leading technology providers, we craft transformative digital experiences that enhance customer engagement and drive business success.


Lead the transformation partnership for our client’s marketing technology ecosystem and AI-powered customer experiences. Own strategic vision, innovation agenda, and execution across the Martech stack with a mandate to optimize costs, accelerate AI adoption, and deliver measurable business outcomes. Be the connective tissue between marketing strategy, data science, and enterprise architecture.

Strategic Responsibilities

Cost Optimization & Platform Rationalization

· Conduct TCO analysis of Adobe stack (AEP, AJO, CDH, Marketo, Workfront)

· Develop build vs. buy recommendations, challenging vendors when ROI doesn't justify cost

· Lead stack consolidation eliminating redundancies

· Create financial models for platform improvements

· Define Next Best Action/Next Best Offer frameworks with AI-driven decisioning

Technology Strategy & Architecture

· Define QoQ Martech strategy plan balancing innovation and business priorities

· Provide architecture recommendations for customer data infrastructure and real-time decisioning

· Lead quarterly stack audits assessing utilization, data quality, integration health, security

· Identify high-value AI/automation use cases with growth marketing, product, and sales teams

Executive Partnership

· Present recommendations to VP/SVP leadership with data-driven insights

· Build business cases for strategic investments with ROI projections and risk assessments

Innovation Leadership

AI & Emerging Technology

· Lead bi-weekly innovation sprints prototyping new capabilities and/or POVs

· Help build LLM/SLM apps for content, customer insights, campaign optimization and more

· Develop platform-agnostic AI solutions leveraging GCP (Vertex AI, Gemini)

· Drive RCS messaging pilots, predictive analytics, AI-powered performance marketing

Proof of Value & Modernization

· Execute POVs demonstrating business impact

· Maintain competitive intelligence on Martech and Adtech landscape

· Help build native integrations outside Adobe/Pega to reduce vendor dependence

· Evangelize innovation through demos, workshops, executive briefings

Must-Have Soft Skills

· Executive communication: Comfort presenting to VP/SVP audiences with compelling narratives

· Consultative mindset: Asks questions, challenges assumptions, builds consensus

· Martech expertise: Recognized thought leader in marketing technology community

· Presentation mastery: Creates executive-quality decks and delivers with confidence

· Strong personality: Brings opinions and isn't afraid of healthy debate

· Self-directed: Takes initiative, drives agenda, operates autonomously

Success Metrics

· Cost savings delivered through stack optimization

· Innovation velocity: POVs delivered per quarter with clear business impact

· Platform utilization and ROI improvements across Martech stack

· AI use case deployment: Production capabilities launched

· Stakeholder satisfaction: NPS from executive sponsors and internal customers
",United States
9e0695f4-7e09-4d98-afa1-900ae811c960,Product Marketing Manager - Payments,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.


As a Product Marketing Manager for Payments, you’ll help bring Plaid’s vision for bank payments to life: making us the method of choice for Billers, Fintechs, and Financial Institutions. Our mission is to harness Plaid’s network—spanning coverage, intelligence, and conversion—to deliver seamless, secure, and intelligent payment experiences. This role is central to accelerating adoption, scaling product impact, and redefining how money moves across the financial ecosystem.

In this role, you will own the go-to-market strategy for Plaid’s payments solutions by defining cohesive product positioning and narratives that accelerate growth and drive adoption from initial launch through scale, Act as the voice of the customer internally, championing user feedback to shape future product development and improve market fit, and collaborate closely with cross-functional teams to deliver impactful product narratives and drive product adoption.

",San Francisco
bde45534-0a20-4344-96f1-91efeddfdd57,Social Marketing Specialist II,"Pivotal is the leader in the emerging market of electric Vertical Takeoff and Landing (eVTOL) aircraft. We design, develop, and manufacture light eVTOL aircraft and are renowned for the BlackFly, the first light eVTOL to fly manned missions and enter the consumer market.

Efficient, compact, and simple, Pivotal vehicles are designed for a wide range of consumer, public service, and defense applications. Our distinctive tilt-aircraft architecture and scalable platform have been in development, preparing to enter the market for over 10 years. We recently announced our next-generation aircraft, the Helix, planned for general release and scalable production in 2025.

Mobility is one of the most highly-valued areas of technology investment today. This is the right company, in the right space, the right strategy, at the right time. We invite you to join our amazing team and grow with us.


The Social Marketing Specialist works with the marketing team to lead our social media programs. The person in this role delivers  all aspects of social media, including social strategy, social posts, community management, reporting, and digital asset management.

This role is tightly coordinated with all aspects of Pivotal marketing, including events, PR, growth marketing, and product marketing, and involves a strong balance of planning and execution, requires both creativity and analytics, and is driven by performance and ROI. In addition to the internal team, this role also works closely with our agency partner and content providers.

Roles and Responsibilities
","Palo Alto, CA"
f6ebab50-eac7-4341-ba19-de34e53e25e7,Director of Marketing,"Nimble is a healthtech company on a mission to simplify access, understanding and management of healthcare. We are starting by building the largest, most loved pharmacy business in the world. We are a fast-growing, technology-first startup driven by perfecting the patient and pharmacist experience. Nimble fosters a culture of collaboration, open communication and deliberate action that allows us to face today’s most exciting challenges head-on and grow incredibly quickly.


As the Director of Marketing, you will be responsible for the strategy and execution of product marketing performance activities, including competitive positioning, messaging, go-to-market, and partnership enablement. This is a highly cross-functional role. In addition to reporting directly to the CEO, you will work closely with partners across Product, Marketing, Sales, Success, and Research. This is an exciting opportunity to lead product marketing efforts for a rapidly growing company and impactful industry.
","Redwood City, CA"
4d98f2ef-af71-4d44-b1e0-f54671c2cb62,"Manager, Digital Marketing","About Us
HighLevel is a cloud-based, all-in-one white-label marketing and sales platform that empowers marketing agencies, entrepreneurs, and businesses to elevate their digital presence and drive growth. We are proud to support a global and growing community of over 2 million businesses, from marketing agencies to entrepreneurs to small businesses and beyond. Our platform empowers users across industries to streamline operations, drive growth, and crush their goals. HighLevel processes over 15 billion API hits and handles more than 2.5 billion message events every day. Our platform manages 470 terabytes of data distributed across five databases, operates with a network of over 250 microservices, and supports over 1 million domain names.

Our People
With over 1,500 team members across 15+ countries, we operate in a global, remote-first environment. We are building more than software; we are building a global community rooted in creativity, collaboration, and impact. We take pride in cultivating a culture where innovation thrives, ideas are celebrated, and people come first, no matter where they call home.

Our Impact
Every month, our platform powers over 1.5 billion messages, helps generate over 200 million leads, and facilitates over 20 million conversations for the more than 2 million businesses we serve. Behind those numbers are real people growing their companies, connecting with customers, and making their mark - and we get to help make that happen.

Learn more about us on our YouTube Channel or Blog Posts

Who You Are
We’re looking for a Manager, Digital Marketing to lead our Digital Marketing team and drive impactful, scalable programs that fuel growth. You are a people-first leader who balances strategic vision with operational excellence. With proven experience managing teams, you know how to set direction, coach talent, and deliver measurable outcomes.

You are highly collaborative, data-driven, and skilled at aligning marketing programs with business goals. You thrive in a fast-paced, high-growth environment and bring both the strategic mindset to plan and the leadership skills to inspire execution

What You'll Be Doing
",Dallas
2dde4c0b-f75d-4092-a4d7-2945bbe3271c,Marketing Coordinator,"ABOUT CIM GROUP:
CIM is a community-focused real estate and infrastructure owner, operator, lender, and developer. Our team of experts works together to identify and create value in real assets, benefiting the communities in which we invest. Back in 1994, our three founders focused on projects in Southern California neighborhoods. Today, we are a diverse team of 1,000+ employees with projects across the Americas. Our projects have delivered jobs; created comfortable places to live, work, and relax; and provided necessary and sustainable infrastructure. Our focus on enhancing communities is unwavering, and we strive to make an even greater impact in the years to come. Join us and make an impact today!

POSITION PURPOSE:
We are seeking a proactive and detail-oriented Marketing Coordinator to join our dynamic marketing team. The Marketing Coordinator will manage marketing assets, support sponsorships, oversee vendor communications, and ensure timely processing of contracts and invoices. This role plays a key part in supporting the execution of integrated marketing campaigns, regional events, and day-to-day operations. The ideal candidate thrives in a fast-paced environment, demonstrates exceptional organizational skills, and collaborates effectively across teams to drive impactful marketing initiatives.
","Phoenix, AZ"
05f57e0f-f592-48f3-a91e-8a98a9403e0e,Product Designer - Marketing & Brand,"Our mission is to improve health equity by expanding access to cancer precision medicine.

About Trial Library
Trial Library, Inc. is a venture-backed startup founded in 2022 focused on accelerating enrollment and retention to clinical trials with an AI-platform. Trial Library is a mission-driven health technology company dedicated to improving health equity in cancer care by expanding access to precision medicine through clinical trials. We work with community oncology sites, patients, and industry partners to ensure that clinical research is accessible, navigable, and inclusive.


We are seeking a talented Product Designer - Marketing to join our team, focusing primarily on marketing experiences and brand design while supporting product initiatives. This person will report to our Lead Product Designer and play a critical role in creating conversion-focused marketing pages, compelling brand materials, and visual assets that communicate our mission. You'll apply UX thinking to marketing challenges while executing high-quality brand design across presentations, social media, and external communications. This role is ideal for a designer who excels at both strategic marketing design and visual execution. Your responsibilities will be will be divided across Marketing & Web Design (60%), Brand & Visual Design (30%), and Product Support (10%).
","San Francisco, CA"
